date,year,month,region,region_label,longitude,latitude,sst_anomaly,enso_phase,source
2000-03,2000,3,eastern_pacific,Eastern Pacific,250,0,0.836,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-04,2000,4,western_pacific,Western Pacific,145,0,-0.148,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-04,2000,4,central_pacific,Central Pacific,190,0,-0.148,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-04,2000,4,nino_34,Nino 3.4,210,0,-0.181,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-04,2000,4,eastern_pacific,Eastern Pacific,250,0,0.338,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-05,2000,5,western_pacific,Western Pacific,145,0,-0.348,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-05,2000,5,central_pacific,Central Pacific,190,0,0.180,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-05,2000,5,nino_34,Nino 3.4,210,0,-0.028,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-05,2000,5,eastern_pacific,Eastern Pacific,250,0,0.072,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-06,2000,6,western_pacific,Western Pacific,145,0,-0.579,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-06,2000,6,central_pacific,Central Pacific,190,0,0.060,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-06,2000,6,nino_34,Nino 3.4,210,0,0.332,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-06,2000,6,eastern_pacific,Eastern Pacific,250,0,1.276,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-07,2000,7,western_pacific,Western Pacific,145,0,-0.036,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-07,2000,7,central_pacific,Central Pacific,190,0,0.777,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-07,2000,7,nino_34,Nino 3.4,210,0,0.614,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-07,2000,7,eastern_pacific,Eastern Pacific,250,0,2.052,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-08,2000,8,western_pacific,Western Pacific,145,0,-0.264,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-08,2000,8,central_pacific,Central Pacific,190,0,1.343,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-08,2000,8,nino_34,Nino 3.4,210,0,0.770,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-08,2000,8,eastern_pacific,Eastern Pacific,250,0,2.236,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-09,2000,9,western_pacific,Western Pacific,145,0,-0.080,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-09,2000,9,central_pacific,Central Pacific,190,0,0.815,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-09,2000,9,nino_34,Nino 3.4,210,0,1.274,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-09,2000,9,eastern_pacific,Eastern Pacific,250,0,2.284,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-10,2000,10,western_pacific,Western Pacific,145,0,-0.266,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-10,2000,10,central_pacific,Central Pacific,190,0,1.012,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-10,2000,10,nino_34,Nino 3.4,210,0,1.156,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-10,2000,10,eastern_pacific,Eastern Pacific,250,0,2.337,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-11,2000,11,western_pacific,Western Pacific,145,0,0.241,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-11,2000,11,central_pacific,Central Pacific,190,0,1.399,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-11,2000,11,nino_34,Nino 3.4,210,0,1.910,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-11,2000,11,eastern_pacific,Eastern Pacific,250,0,2.185,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-12,2000,12,western_pacific,Western Pacific,145,0,0.438,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-12,2000,12,central_pacific,Central Pacific,190,0,1.494,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-12,2000,12,nino_34,Nino 3.4,210,0,1.761,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2000-12,2000,12,eastern_pacific,Eastern Pacific,250,0,2.033,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-01,2001,1,western_pacific,Western Pacific,145,0,0.281,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-01,2001,1,central_pacific,Central Pacific,190,0,1.529,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-01,2001,1,nino_34,Nino 3.4,210,0,1.800,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-01,2001,1,eastern_pacific,Eastern Pacific,250,0,1.771,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-02,2001,2,western_pacific,Western Pacific,145,0,0.430,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-02,2001,2,central_pacific,Central Pacific,190,0,1.964,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-02,2001,2,nino_34,Nino 3.4,210,0,1.718,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-02,2001,2,eastern_pacific,Eastern Pacific,250,0,1.343,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-03,2001,3,western_pacific,Western Pacific,145,0,0.573,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-03,2001,3,central_pacific,Central Pacific,190,0,1.885,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-03,2001,3,nino_34,Nino 3.4,210,0,1.964,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-03,2001,3,eastern_pacific,Eastern Pacific,250,0,1.084,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-04,2001,4,western_pacific,Western Pacific,145,0,0.504,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-04,2001,4,central_pacific,Central Pacific,190,0,2.266,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-04,2001,4,nino_34,Nino 3.4,210,0,1.907,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-04,2001,4,eastern_pacific,Eastern Pacific,250,0,0.687,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-05,2001,5,western_pacific,Western Pacific,145,0,0.643,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-05,2001,5,central_pacific,Central Pacific,190,0,2.204,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-05,2001,5,nino_34,Nino 3.4,210,0,2.547,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-05,2001,5,eastern_pacific,Eastern Pacific,250,0,0.602,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-06,2001,6,western_pacific,Western Pacific,145,0,0.377,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-06,2001,6,central_pacific,Central Pacific,190,0,2.166,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-06,2001,6,nino_34,Nino 3.4,210,0,2.464,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-06,2001,6,eastern_pacific,Eastern Pacific,250,0,0.477,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-07,2001,7,western_pacific,Western Pacific,145,0,0.286,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-07,2001,7,central_pacific,Central Pacific,190,0,2.431,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-07,2001,7,nino_34,Nino 3.4,210,0,0.987,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-07,2001,7,eastern_pacific,Eastern Pacific,250,0,0.324,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-08,2001,8,western_pacific,Western Pacific,145,0,0.120,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-08,2001,8,central_pacific,Central Pacific,190,0,1.216,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-08,2001,8,nino_34,Nino 3.4,210,0,0.715,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-08,2001,8,eastern_pacific,Eastern Pacific,250,0,0.311,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-09,2001,9,western_pacific,Western Pacific,145,0,0.050,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-09,2001,9,central_pacific,Central Pacific,190,0,0.686,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-09,2001,9,nino_34,Nino 3.4,210,0,0.739,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-09,2001,9,eastern_pacific,Eastern Pacific,250,0,0.835,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-10,2001,10,western_pacific,Western Pacific,145,0,0.476,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-10,2001,10,central_pacific,Central Pacific,190,0,0.708,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-10,2001,10,nino_34,Nino 3.4,210,0,0.938,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-10,2001,10,eastern_pacific,Eastern Pacific,250,0,0.981,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-11,2001,11,western_pacific,Western Pacific,145,0,0.801,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-11,2001,11,central_pacific,Central Pacific,190,0,1.075,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-11,2001,11,nino_34,Nino 3.4,210,0,1.081,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-11,2001,11,eastern_pacific,Eastern Pacific,250,0,1.553,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-12,2001,12,western_pacific,Western Pacific,145,0,-0.063,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-12,2001,12,central_pacific,Central Pacific,190,0,1.002,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-12,2001,12,nino_34,Nino 3.4,210,0,1.324,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2001-12,2001,12,eastern_pacific,Eastern Pacific,250,0,1.451,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-01,2002,1,western_pacific,Western Pacific,145,0,-0.238,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-01,2002,1,central_pacific,Central Pacific,190,0,1.883,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-01,2002,1,nino_34,Nino 3.4,210,0,1.642,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-01,2002,1,eastern_pacific,Eastern Pacific,250,0,1.969,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-02,2002,2,western_pacific,Western Pacific,145,0,0.089,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-02,2002,2,central_pacific,Central Pacific,190,0,2.132,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-02,2002,2,nino_34,Nino 3.4,210,0,2.440,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-02,2002,2,eastern_pacific,Eastern Pacific,250,0,1.565,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-03,2002,3,western_pacific,Western Pacific,145,0,0.269,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-03,2002,3,central_pacific,Central Pacific,190,0,1.922,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-03,2002,3,nino_34,Nino 3.4,210,0,2.020,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-03,2002,3,eastern_pacific,Eastern Pacific,250,0,2.090,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-04,2002,4,western_pacific,Western Pacific,145,0,0.530,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-04,2002,4,central_pacific,Central Pacific,190,0,1.579,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-04,2002,4,nino_34,Nino 3.4,210,0,2.234,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-04,2002,4,eastern_pacific,Eastern Pacific,250,0,2.682,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-05,2002,5,western_pacific,Western Pacific,145,0,0.499,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-05,2002,5,central_pacific,Central Pacific,190,0,0.994,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-05,2002,5,nino_34,Nino 3.4,210,0,1.731,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-05,2002,5,eastern_pacific,Eastern Pacific,250,0,0.669,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-06,2002,6,western_pacific,Western Pacific,145,0,0.151,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-06,2002,6,central_pacific,Central Pacific,190,0,1.072,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-06,2002,6,nino_34,Nino 3.4,210,0,0.153,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-06,2002,6,eastern_pacific,Eastern Pacific,250,0,0.050,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-07,2002,7,western_pacific,Western Pacific,145,0,0.309,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-07,2002,7,central_pacific,Central Pacific,190,0,1.062,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-07,2002,7,nino_34,Nino 3.4,210,0,0.410,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-07,2002,7,eastern_pacific,Eastern Pacific,250,0,-0.724,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-08,2002,8,western_pacific,Western Pacific,145,0,-0.016,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-08,2002,8,central_pacific,Central Pacific,190,0,-0.077,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-08,2002,8,nino_34,Nino 3.4,210,0,-0.643,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-08,2002,8,eastern_pacific,Eastern Pacific,250,0,-1.256,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-09,2002,9,western_pacific,Western Pacific,145,0,0.059,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-09,2002,9,central_pacific,Central Pacific,190,0,-0.163,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-09,2002,9,nino_34,Nino 3.4,210,0,-0.711,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-09,2002,9,eastern_pacific,Eastern Pacific,250,0,-1.631,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-10,2002,10,western_pacific,Western Pacific,145,0,0.581,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-10,2002,10,central_pacific,Central Pacific,190,0,-0.202,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-10,2002,10,nino_34,Nino 3.4,210,0,-0.797,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-10,2002,10,eastern_pacific,Eastern Pacific,250,0,-0.723,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-11,2002,11,western_pacific,Western Pacific,145,0,0.617,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-11,2002,11,central_pacific,Central Pacific,190,0,-0.930,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-11,2002,11,nino_34,Nino 3.4,210,0,-1.532,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-11,2002,11,eastern_pacific,Eastern Pacific,250,0,-1.071,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-12,2002,12,western_pacific,Western Pacific,145,0,0.259,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-12,2002,12,central_pacific,Central Pacific,190,0,-1.005,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-12,2002,12,nino_34,Nino 3.4,210,0,-1.450,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2002-12,2002,12,eastern_pacific,Eastern Pacific,250,0,-1.234,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-01,2003,1,western_pacific,Western Pacific,145,0,0.603,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-01,2003,1,central_pacific,Central Pacific,190,0,-0.851,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-01,2003,1,nino_34,Nino 3.4,210,0,-1.290,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-01,2003,1,eastern_pacific,Eastern Pacific,250,0,-1.348,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-02,2003,2,western_pacific,Western Pacific,145,0,0.796,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-02,2003,2,central_pacific,Central Pacific,190,0,-1.117,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-02,2003,2,nino_34,Nino 3.4,210,0,-1.094,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-02,2003,2,eastern_pacific,Eastern Pacific,250,0,-0.681,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-03,2003,3,western_pacific,Western Pacific,145,0,0.934,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-03,2003,3,central_pacific,Central Pacific,190,0,-0.849,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-03,2003,3,nino_34,Nino 3.4,210,0,-0.599,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-03,2003,3,eastern_pacific,Eastern Pacific,250,0,0.196,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-04,2003,4,western_pacific,Western Pacific,145,0,0.462,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-04,2003,4,central_pacific,Central Pacific,190,0,-0.369,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-04,2003,4,nino_34,Nino 3.4,210,0,-0.116,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-04,2003,4,eastern_pacific,Eastern Pacific,250,0,-0.317,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-05,2003,5,western_pacific,Western Pacific,145,0,0.688,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-05,2003,5,central_pacific,Central Pacific,190,0,-0.159,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-05,2003,5,nino_34,Nino 3.4,210,0,-0.350,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-05,2003,5,eastern_pacific,Eastern Pacific,250,0,-0.293,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-06,2003,6,western_pacific,Western Pacific,145,0,0.966,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-06,2003,6,central_pacific,Central Pacific,190,0,0.270,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-06,2003,6,nino_34,Nino 3.4,210,0,-0.032,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-06,2003,6,eastern_pacific,Eastern Pacific,250,0,-0.020,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-07,2003,7,western_pacific,Western Pacific,145,0,0.775,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-07,2003,7,central_pacific,Central Pacific,190,0,0.242,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-07,2003,7,nino_34,Nino 3.4,210,0,0.135,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-07,2003,7,eastern_pacific,Eastern Pacific,250,0,-0.041,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-08,2003,8,western_pacific,Western Pacific,145,0,0.822,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-08,2003,8,central_pacific,Central Pacific,190,0,0.238,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-08,2003,8,nino_34,Nino 3.4,210,0,0.405,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-08,2003,8,eastern_pacific,Eastern Pacific,250,0,0.402,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-09,2003,9,western_pacific,Western Pacific,145,0,1.165,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-09,2003,9,central_pacific,Central Pacific,190,0,0.342,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-09,2003,9,nino_34,Nino 3.4,210,0,0.515,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-09,2003,9,eastern_pacific,Eastern Pacific,250,0,0.786,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-10,2003,10,western_pacific,Western Pacific,145,0,0.687,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-10,2003,10,central_pacific,Central Pacific,190,0,0.548,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-10,2003,10,nino_34,Nino 3.4,210,0,0.651,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-10,2003,10,eastern_pacific,Eastern Pacific,250,0,0.422,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-11,2003,11,western_pacific,Western Pacific,145,0,0.183,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-11,2003,11,central_pacific,Central Pacific,190,0,0.766,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-11,2003,11,nino_34,Nino 3.4,210,0,0.786,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-11,2003,11,eastern_pacific,Eastern Pacific,250,0,0.745,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-12,2003,12,western_pacific,Western Pacific,145,0,0.298,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-12,2003,12,central_pacific,Central Pacific,190,0,0.907,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-12,2003,12,nino_34,Nino 3.4,210,0,0.728,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2003-12,2003,12,eastern_pacific,Eastern Pacific,250,0,1.224,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-01,2004,1,western_pacific,Western Pacific,145,0,0.117,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-01,2004,1,central_pacific,Central Pacific,190,0,0.606,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-01,2004,1,nino_34,Nino 3.4,210,0,0.532,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-01,2004,1,eastern_pacific,Eastern Pacific,250,0,0.983,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-02,2004,2,western_pacific,Western Pacific,145,0,0.322,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-02,2004,2,central_pacific,Central Pacific,190,0,0.843,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-02,2004,2,nino_34,Nino 3.4,210,0,0.734,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-02,2004,2,eastern_pacific,Eastern Pacific,250,0,0.721,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-03,2004,3,western_pacific,Western Pacific,145,0,0.837,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-03,2004,3,central_pacific,Central Pacific,190,0,0.972,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-03,2004,3,nino_34,Nino 3.4,210,0,0.377,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-03,2004,3,eastern_pacific,Eastern Pacific,250,0,0.737,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-04,2004,4,western_pacific,Western Pacific,145,0,0.378,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-04,2004,4,central_pacific,Central Pacific,190,0,0.754,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-04,2004,4,nino_34,Nino 3.4,210,0,0.588,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-04,2004,4,eastern_pacific,Eastern Pacific,250,0,0.609,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-05,2004,5,western_pacific,Western Pacific,145,0,0.157,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-05,2004,5,central_pacific,Central Pacific,190,0,1.060,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-05,2004,5,nino_34,Nino 3.4,210,0,0.628,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-05,2004,5,eastern_pacific,Eastern Pacific,250,0,0.091,El Niño,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-06,2004,6,western_pacific,Western Pacific,145,0,0.630,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-06,2004,6,central_pacific,Central Pacific,190,0,0.883,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-06,2004,6,nino_34,Nino 3.4,210,0,0.243,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-06,2004,6,eastern_pacific,Eastern Pacific,250,0,-0.308,Neutral,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-07,2004,7,western_pacific,Western Pacific,145,0,0.691,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
2004-07,2004,7,central_pacific,Central Pacific,190,0,-0.288,La Niña,CMIP6 CESM2 historical Omon/tos nearest equatorial grid point
